id,preco
13518783164498355150900635905895481162,127239.07268711079
299896161723793383246777788797566040330,130088.16645438288
316180649972302128246133616457018378621,270780.00277729105
222527157104148385909188217274642813298,121404.71900677336
160460343059850745858546502614838368036,92161.81231947457
262727202368986244371977784343233436999,69873.30328339287
254093764205800086330999281077926851120,128770.26403465257
26118184613036116787803832945215674478,226370.3738482264
216524630140335566712794225427064313,198075.53988014592
185631381169816366226494379020452029389,266588.0659169169
193325654448132563278364141820152041311,158267.89953543685
238917637717691361625086479663492481749,97690.25955744469
55430829679256880238551444522175018156,109401.39197506777
215317645068876070368783807654911699750,258536.15941662109
81597227204971961501733390453078413740,164963.87403865674
144896666825908872755051834814298387194,95800.18796401688
184599608599423525451999366981389806783,207787.47925774055
332523842755767369964829329030378044388,112228.59186344965
115343777354602647202140618045743635008,218369.9338538122
20757170217235469489036110086071917277,105834.84493544856
185526399598537813925895625787601650168,92905.51734932691
60658042813489826886245400795986219027,77924.79350408862
252469656136469704862465423825396909961,285343.85864387953
144289133420257677937750963126363910239,55723.806735480386
286704706212186527658783613441315754259,117054.44746145292
104788498292328609834480593297039083847,76869.12565076255
83091551517048057678460117003997132666,246270.19740572048
253819240599250454081144283787356606601,81673.3080258945
47552100267769170589122325402191982347,154827.4330281803
143932540867090135955180920741784357244,200666.8369457108
196345985565471044954698780677909306202,242047.32366318442
244792708737468723430839923035345593106,95070.37655260866
84589940414664494482357035061818012137,101882.78367022405
272199586960887794853261858460695880945,152395.26926794508
49959439507026713714422386346459644032,84391.79348179817
281026519311657672970881937258693325762,95912.61344720973
93074564150014753673961081882123830374,195603.8458825223
26728401390792884431172378844166640182,323197.25267797627
188211565885838356078706489204052877949,64416.28500448302
72487946181948797581370306862646034491,152511.04525495195
228864048115975611203958077134700148633,120503.76511273715
112454259487642510247400972640243226784,104944.04547781934
222663295482952330188872827964862490542,68619.63830255067
174300102534868734265445704595501072047,91285.36979774435
65616068149477861830943576277231644996,90617.31758799904
12512429268260634755522419284910697215,95300.62994596605
336344009530167442733355949279054127993,58686.89585586323
79522286518792634854353998912967788405,112241.71859751621
82689802293775881487902613650793199776,157499.03609994045
145087209205382180995284342956932775590,68208.67758667057
148379644220249469735831915363404593938,112921.15298193917
81783415914068556337040372580510327746,89293.63304704218
17392005129747944984443660408573750669,117917.84470486475
221003909581330971303914733428302885356,223766.13550170287
32270994133870633595828638411924379558,114554.594613376
44743423162474884539743903954385097896,178900.5214545708
256739781367016694034266877805520625472,241146.19044009718
102069821313289958956134954896763391138,156511.08269702393
295239204594155572903470420706758961711,90528.27803243052
217043924033496343963491521400562422856,99888.07545707509
230630223901851276472648163541398202700,114515.0379324535
228794583325189840821498523768389390979,111975.49512731071
226883211751919793077312253417502568887,115892.36107699212
178727794896076301413017290746899811351,66005.58848598419
233324434070255280697734700180958891999,117321.13253031313
120196782885257163651164953359063822616,56470.25202108252
307587965035124177469706843302286678852,118456.714530903
147918433942232310306879997092064646229,107451.01708939935
322862357217576382174561616320866894896,192745.61142405617
239523402888574028389406143855331971634,398875.02367987664
113509983214540261664688743850173663995,100815.58853527467
109891169875096641331353504149265117244,189557.05324748208
14047284765259674200352849951505593080,97206.31306599967
185048785858081984334746723407963750558,122038.81746379679
233408161489868303803711823496315975517,50409.14001464344
271868823659695867806389462405507434039,152219.62817643388
234266752075173490649523075655294035700,114220.475769766
135193714861901808768224625797727405125,84778.2039313624
65383514239248595231552479759479421653,126653.16078849438
763500554236946546082152173974002095,99789.52428301019
263071556455718053803505933844459615897,98817.55926501928
251187863725990533753089128740859478739,65852.76577419708
254288424794027625207128200628830798586,230911.26569388923
286319605986498380547161295324785273852,148279.32942083277
18156444762146185587945140921021289232,104286.21111807802
132399590521100913284690334248594447552,117213.83113159928
103484450878268999171337512911053865440,278686.5857112002
3912270241651523146374566983699340012,248603.75832271366
289442719100949424990356122406061188257,99447.12746374932
78107569099680024366542029001316825040,89097.46017787604
35630579392702895703343792092821020757,141315.9980745573
180495442974534219664033650975071179678,93204.94290508995
310808003231123687601982759789167595573,80791.98770671256
281412885789869246852489114984059535931,87091.6301542559
115834922999693545296191213987693964898,84133.17342635285
5731801982113473737231393645963779999,137698.06070235663
256716164818036322373140286568690396129,148208.0615468292
287091925155434474451326927701130603179,144276.58524594625
34260218896401614964439670738816901101,99473.48515889514
129711525134942617432200032446355408594,116885.25971688455
63813447393601008165654825811986411111,88147.43094026257
233957718806307342910872106898233148735,135745.05783731418
138508589382193076883186189654019084427,125537.6860293549
171762617476835661595108367117122969376,86589.94471541344
7122736344425113322294078330615663312,82231.20010772787
32931879047335602142815671990698948947,64734.5774116984
230483121396274655509988841957998046697,129317.97617416529
315766672381283490639653109260892751611,99599.16628243793
301104161774368724925476221283740970391,75442.5115734968
227510606246395701960366267332503216714,104678.42589687547
228659121972304442863099815886729581779,127245.85139143046
68086809059173658965599732460689150208,198224.04310725583
169041392389609942283143480484429958744,66849.90869571474
149581053128777628511664656027161538796,80699.7299205393
66252420228989686258481184814476626799,259874.82474034082
262859967351480229982146627310415934358,129485.29430615962
317829998963593347122303395131613360494,62948.29394960835
24887841704125448157191892411715521315,195457.38788882236
230199425899098091542244974035896211783,138696.7101391226
74011957647759301081569160773746930781,317447.1539839478
144733803448319336946178686862337261379,142946.98754160706
142405383752199423425786993458884627343,103665.29473114725
173324636074769296529189625730653285809,87894.72159524132
155561347177954121142041908188975524664,122645.99780381891
86026435063413102427450773798842306387,100563.7835660719
229257356284378921190587377871031567334,67370.37878887405
249214025842220849314985638373204146912,105899.46272090646
83473208885390680674963932777363338591,139124.57995634136
180580369832354477560560602690825188300,90426.18650640594
259490022068441742630539072459542535148,141202.40331580708
120796267956232721185119513957760631683,309842.2742328089
241430542672617103205615601633306372934,310225.9735737755
53091847780640456849632756954612576434,145942.84297376516
171977066567630375608946040261692762526,200307.2217610528
201914625874463660453645362442088079106,117224.84740793538
84059384063449374632880341259583908854,142002.27184281827
328387208591072585760315241990965355447,294859.29547879525
17154426494022331794126934878064958948,310166.81604486064
